caption_pos,caption_neg,relation,shape1,color1,shape2,color2,image
The cyan cube is behind the red cylinder,The red cylinder is behind the cyan cube,behind,cube,cyan,cylinder,red,002551.png
The cyan cube is behind the red cylinder,The red cylinder is behind the cyan cube,behind,cube,cyan,cylinder,red,002552.png
The cyan cube is behind the yellow cylinder,The yellow cylinder is behind the cyan cube,behind,cube,cyan,cylinder,yellow,002553.png
The cyan cube is behind the yellow cylinder,The yellow cylinder is behind the cyan cube,behind,cube,cyan,cylinder,yellow,002555.png
The gray cube is behind the blue cylinder,The blue cylinder is behind the gray cube,behind,cube,gray,cylinder,blue,002556.png
The gray cube is behind the blue cylinder,The blue cylinder is behind the gray cube,behind,cube,gray,cylinder,blue,002557.png
The gray cube is behind the brown cylinder,The brown cylinder is behind the gray cube,behind,cube,gray,cylinder,brown,002559.png
The gray cube is behind the brown cylinder,The brown cylinder is behind the gray cube,behind,cube,gray,cylinder,brown,002560.png
The gray cube is behind the cyan cylinder,The cyan cylinder is behind the gray cube,behind,cube,gray,cylinder,cyan,002563.png
The gray cube is behind the cyan cylinder,The cyan cylinder is behind the gray cube,behind,cube,gray,cylinder,cyan,002564.png
The gray cube is behind the gray cylinder,The gray cylinder is behind the gray cube,behind,cube,gray,cylinder,gray,002566.png
The gray cube is behind the gray cylinder,The gray cylinder is behind the gray cube,behind,cube,gray,cylinder,gray,002567.png
The gray cube is behind the green cylinder,The green cylinder is behind the gray cube,behind,cube,gray,cylinder,green,002568.png
The gray cube is behind the green cylinder,The green cylinder is behind the gray cube,behind,cube,gray,cylinder,green,002569.png
The gray cube is behind the purple cylinder,The purple cylinder is behind the gray cube,behind,cube,gray,cylinder,purple,002572.png
The gray cube is behind the purple cylinder,The purple cylinder is behind the gray cube,behind,cube,gray,cylinder,purple,002573.png
The gray cube is behind the red cylinder,The red cylinder is behind the gray cube,behind,cube,gray,cylinder,red,002574.png
The gray cube is behind the red cylinder,The red cylinder is behind the gray cube,behind,cube,gray,cylinder,red,002575.png
The gray cube is behind the yellow cylinder,The yellow cylinder is behind the gray cube,behind,cube,gray,cylinder,yellow,002578.png
The gray cube is behind the yellow cylinder,The yellow cylinder is behind the gray cube,behind,cube,gray,cylinder,yellow,002579.png
The green cube is behind the blue cylinder,The blue cylinder is behind the green cube,behind,cube,green,cylinder,blue,002580.png
The green cube is behind the blue cylinder,The blue cylinder is behind the green cube,behind,cube,green,cylinder,blue,002581.png
The green cube is behind the brown cylinder,The brown cylinder is behind the green cube,behind,cube,green,cylinder,brown,002584.png
The green cube is behind the brown cylinder,The brown cylinder is behind the green cube,behind,cube,green,cylinder,brown,002585.png
The green cube is behind the cyan cylinder,The cyan cylinder is behind the green cube,behind,cube,green,cylinder,cyan,002586.png
The green cube is behind the cyan cylinder,The cyan cylinder is behind the green cube,behind,cube,green,cylinder,cyan,002588.png
The green cube is behind the gray cylinder,The gray cylinder is behind the green cube,behind,cube,green,cylinder,gray,002589.png
The green cube is behind the gray cylinder,The gray cylinder is behind the green cube,behind,cube,green,cylinder,gray,002591.png
The green cube is behind the green cylinder,The green cylinder is behind the green cube,behind,cube,green,cylinder,green,002593.png
The green cube is behind the green cylinder,The green cylinder is behind the green cube,behind,cube,green,cylinder,green,002594.png
The green cube is behind the purple cylinder,The purple cylinder is behind the green cube,behind,cube,green,cylinder,purple,002595.png
The green cube is behind the purple cylinder,The purple cylinder is behind the green cube,behind,cube,green,cylinder,purple,002597.png
The green cube is behind the red cylinder,The red cylinder is behind the green cube,behind,cube,green,cylinder,red,002598.png
The green cube is behind the red cylinder,The red cylinder is behind the green cube,behind,cube,green,cylinder,red,002600.png
The green cube is behind the yellow cylinder,The yellow cylinder is behind the green cube,behind,cube,green,cylinder,yellow,002601.png
The green cube is behind the yellow cylinder,The yellow cylinder is behind the green cube,behind,cube,green,cylinder,yellow,002602.png
The purple cube is behind the blue cylinder,The blue cylinder is behind the purple cube,behind,cube,purple,cylinder,blue,002604.png
The purple cube is behind the blue cylinder,The blue cylinder is behind the purple cube,behind,cube,purple,cylinder,blue,002605.png
The purple cube is behind the brown cylinder,The brown cylinder is behind the purple cube,behind,cube,purple,cylinder,brown,002607.png
The purple cube is behind the brown cylinder,The brown cylinder is behind the purple cube,behind,cube,purple,cylinder,brown,002609.png
The purple cube is behind the cyan cylinder,The cyan cylinder is behind the purple cube,behind,cube,purple,cylinder,cyan,002610.png
The purple cube is behind the cyan cylinder,The cyan cylinder is behind the purple cube,behind,cube,purple,cylinder,cyan,002612.png
The purple cube is behind the gray cylinder,The gray cylinder is behind the purple cube,behind,cube,purple,cylinder,gray,002613.png
The purple cube is behind the gray cylinder,The gray cylinder is behind the purple cube,behind,cube,purple,cylinder,gray,002615.png
The purple cube is behind the green cylinder,The green cylinder is behind the purple cube,behind,cube,purple,cylinder,green,002616.png
The purple cube is behind the green cylinder,The green cylinder is behind the purple cube,behind,cube,purple,cylinder,green,002618.png
The purple cube is behind the purple cylinder,The purple cylinder is behind the purple cube,behind,cube,purple,cylinder,purple,002619.png
The purple cube is behind the purple cylinder,The purple cylinder is behind the purple cube,behind,cube,purple,cylinder,purple,002620.png
The purple cube is behind the red cylinder,The red cylinder is behind the purple cube,behind,cube,purple,cylinder,red,002623.png
The purple cube is behind the red cylinder,The red cylinder is behind the purple cube,behind,cube,purple,cylinder,red,002624.png
The purple cube is behind the yellow cylinder,The yellow cylinder is behind the purple cube,behind,cube,purple,cylinder,yellow,002626.png
The purple cube is behind the yellow cylinder,The yellow cylinder is behind the purple cube,behind,cube,purple,cylinder,yellow,002627.png
The red cube is behind the blue cylinder,The blue cylinder is behind the red cube,behind,cube,red,cylinder,blue,002628.png
The red cube is behind the blue cylinder,The blue cylinder is behind the red cube,behind,cube,red,cylinder,blue,002630.png
The red cube is behind the brown cylinder,The brown cylinder is behind the red cube,behind,cube,red,cylinder,brown,002632.png
The red cube is behind the brown cylinder,The brown cylinder is behind the red cube,behind,cube,red,cylinder,brown,002633.png
The red cube is behind the cyan cylinder,The cyan cylinder is behind the red cube,behind,cube,red,cylinder,cyan,002635.png
The red cube is behind the cyan cylinder,The cyan cylinder is behind the red cube,behind,cube,red,cylinder,cyan,002636.png
The red cube is behind the gray cylinder,The gray cylinder is behind the red cube,behind,cube,red,cylinder,gray,002638.png
The red cube is behind the gray cylinder,The gray cylinder is behind the red cube,behind,cube,red,cylinder,gray,002639.png
The red cube is behind the green cylinder,The green cylinder is behind the red cube,behind,cube,red,cylinder,green,002640.png
The red cube is behind the green cylinder,The green cylinder is behind the red cube,behind,cube,red,cylinder,green,002641.png
The red cube is behind the purple cylinder,The purple cylinder is behind the red cube,behind,cube,red,cylinder,purple,002643.png
The red cube is behind the purple cylinder,The purple cylinder is behind the red cube,behind,cube,red,cylinder,purple,002644.png
The red cube is behind the red cylinder,The red cylinder is behind the red cube,behind,cube,red,cylinder,red,002646.png
The red cube is behind the red cylinder,The red cylinder is behind the red cube,behind,cube,red,cylinder,red,002647.png
The red cube is behind the yellow cylinder,The yellow cylinder is behind the red cube,behind,cube,red,cylinder,yellow,002649.png
The red cube is behind the yellow cylinder,The yellow cylinder is behind the red cube,behind,cube,red,cylinder,yellow,002651.png
The yellow cube is behind the blue cylinder,The blue cylinder is behind the yellow cube,behind,cube,yellow,cylinder,blue,002652.png
The yellow cube is behind the blue cylinder,The blue cylinder is behind the yellow cube,behind,cube,yellow,cylinder,blue,002653.png
The yellow cube is behind the brown cylinder,The brown cylinder is behind the yellow cube,behind,cube,yellow,cylinder,brown,002656.png
The yellow cube is behind the brown cylinder,The brown cylinder is behind the yellow cube,behind,cube,yellow,cylinder,brown,002657.png
The yellow cube is behind the cyan cylinder,The cyan cylinder is behind the yellow cube,behind,cube,yellow,cylinder,cyan,002658.png
The yellow cube is behind the cyan cylinder,The cyan cylinder is behind the yellow cube,behind,cube,yellow,cylinder,cyan,002659.png
The yellow cube is behind the gray cylinder,The gray cylinder is behind the yellow cube,behind,cube,yellow,cylinder,gray,002661.png
The yellow cube is behind the gray cylinder,The gray cylinder is behind the yellow cube,behind,cube,yellow,cylinder,gray,002663.png
The yellow cube is behind the green cylinder,The green cylinder is behind the yellow cube,behind,cube,yellow,cylinder,green,002664.png
The yellow cube is behind the green cylinder,The green cylinder is behind the yellow cube,behind,cube,yellow,cylinder,green,002665.png
The yellow cube is behind the purple cylinder,The purple cylinder is behind the yellow cube,behind,cube,yellow,cylinder,purple,002668.png
The yellow cube is behind the purple cylinder,The purple cylinder is behind the yellow cube,behind,cube,yellow,cylinder,purple,002669.png
The yellow cube is behind the red cylinder,The red cylinder is behind the yellow cube,behind,cube,yellow,cylinder,red,002670.png
The yellow cube is behind the red cylinder,The red cylinder is behind the yellow cube,behind,cube,yellow,cylinder,red,002672.png
The yellow cube is behind the yellow cylinder,The yellow cylinder is behind the yellow cube,behind,cube,yellow,cylinder,yellow,002673.png
The yellow cube is behind the yellow cylinder,The yellow cylinder is behind the yellow cube,behind,cube,yellow,cylinder,yellow,002674.png
The blue cylinder is behind the blue cone,The blue cone is behind the blue cylinder,behind,cylinder,blue,cone,blue,002868.png
